title,stars,teks
Wisata Bukit Jaddhih,4,dulu pernah kesini pas ramenya sekarang agak sepi airnya kering tapi suasananya tetap bagus dan dramatis dengan angle yang tepat
Wisata Bukit Jaddhih,4,masyaalloh tabarakallah akhirnya sampai keaini juga setelah thn tinggal sini jd kemarin kita kesinii ada tiket rb untuk mobil ada jasa foto professional juga kalau mau sewa karena aku rada ngerii jd tidak sampai ke puncaknyaa tapi masyaalloh viewnya seperti di bali di gwk sih ini hanya curam sekali seperti baru juga ini karena untuk pengamannya kurang jd gda pager gitu takut liatnya ngerii tinggi dan curam but jadi far its jadi beautiful view i ever seen before kerenn jadi cool amazing harus kesiniii biar pernah dan ada cerita ternyata disini ada wisatanya juga teman
Wisata Bukit Jaddhih,4,bukit tambang kapur sebagian masih dimanfaatkan untuk tambang sedangkan sebagian sudah dimanfaatkan untuk wisata lokasi cukup luas cocok untuk foto foto dengan tema outdoor atau cari titik untuk mobil offroad lokasi wisata juga cukup sepi tidak ramai untuk tiket masuk mobil sedangkan untuk masuk ke kawasan foto dikenakan biaya per orang
Wisata Bukit Jaddhih,4,banyak wisata tambang kapur tapi yang ini agak bedaviewnya ok sekali hanya saja jalan menuju lokasi perlu lebih diperbaiki pungli nya juga tolong dikurangi
Wisata Bukit Jaddhih,5,lokasi sangat tepat
Wisata Bukit Jaddhih,4,bagus hanya kurang terawat
Wisata Bukit Jaddhih,4,penambangan bukit kapur membuat goa buatan
Wisata Bukit Jaddhih,4,wisata tambang batu kapur yang bagus
Wisata Bukit Jaddhih,5,beberapa tahun lalu pernah ke sini panas dan debu sih tapi seru saja pengalaman fotofoto
Wisata Bukit Jaddhih,3,puwwwanaasssss belum memadai untuk wisata pemda seharusnya aware jika tempat tersebut bisa menghasilkan di sektor wisata
Wisata Bukit Jaddhih,5,destinasi wisata anti mainstream di madura tambang kapur yang disulap jadi objek wisata waktu ke sana masih dalam proses renovasi jadi masih sepiii hanya di sini gersang dan panasnya paling sekali belum ada tempat makan pula untuk sekedar santai kalau mampir ke sini cari kakak jufri deh beliau jago sekali bantu bikin foto dan video ala profesional jangan lupa kasih tip di akhir seikhlasnya kalian nikmat your vacation
Wisata Bukit Jaddhih,3,lama tidak main kemari sekarang tambah jelek tempatnya jalannya rusak parah tempat wisatanya tidak terawat tiket masuk untuk lewat saja satu sepedamontor dua orang
Wisata Bukit Jaddhih,5,sudah datang beberapa kali bagus buat foto selalu pakai guide buat bantu foto tidak patok harga kasih sepantasnya saja musim hujan harus coba datang pasti lebih bagus
Wisata Bukit Jaddhih,2,tempatnya sih tidak bad punglinya yang merajalela tolong lahhh
Wisata Bukit Jaddhih,4,jalan masuknya kurang bagus dan panas sekali disini
Wisata Bukit Jaddhih,4,parkiran cukup luas mushola kamar mandi cukup jauh hanya terletak di jalan masuk sebelum lokasi ada perahu getek juga terdapat banyak warung kopi hanya saja banyak pungli kurang lebih x harus bayar tiket yang tidak jelas
Wisata Bukit Jaddhih,1,tempat ngumpulnya jamet madura maklum mreka gda tmpt lain
Wisata Bukit Jaddhih,5,tempat yang menakjubkan itu sebenarnya adalah sebuah aku tempat batubatu untuk bangunan diambil keseluruhan skenarionya menakjubkan sunyi dan liar dimungkinkan untuk tinggal di sana selama berjamjam berjalan mendaki dan melihat sekeliling untuk mendapatkan sudut pandang yang berbeda gunakan kacamata hitam pelindung kulit dan topi karena sinar matahari terik gunakan sepatu trekking jika punya jangan remehkan tempatnya bisa saja mudah terjatuh namun di sana kita bisa merasakan kekuatan alam membiarkan fantasi bebas dan membayangkan dunia yang indah melalui batu dan tembok raksasa itu benarbenar luar biasa
Wisata Bukit Jaddhih,5,memercayai
Wisata Bukit Jaddhih,5,baik place orangnya baik si jangan lupa kasih tip tiket masuk mobil k trz perorg k
Wisata Bukit Jaddhih,5,bekas tempat penambangan kapur sudah pasif terdapat beberapa titik foto yang bagus bisa minta tolong warga lokal setempat untuk membantu jadi tour guide sekaligus juru foto yang bisa mennujukkan titik nya terimakasih kepada cak roos yang membantu sesi foto dadakan sehingga kunjungan kami ke tempat ini lebih menyenangkan
Wisata Bukit Jaddhih,4,banyak titik foto menarik ada guide foto yang menawarkan kita untuk berfoto
Wisata Bukit Jaddhih,5,bukit jaddih adalah bekas tambang yang dijadikan tempat wisata dari surabaya naik sepeda pancal ditempuh dalam waktu jam naik sepeda tidak kena biaya parkir tidak ada biaya tiket masuk kalau siang suasananya panas dan mungkin cocok untuk dikunjungi di pagi atau sore hari saat aku kesana minim sekali warung wisata ini gambarannya mirip seperti batu kapur atau perbukitan di pantai pandawa bali atau daerah bali selatan
Wisata Bukit Jaddhih,5,bukit jaddih di desa jaddih kecamatan socah kabupaten bangkalan pulau madura provinsi jawa timur bukit ini awalnya merupakan kawasan penambangan batu kapur yang kemudian dijadikan objek wisata objek wisata ini menawarkan panorama indah tebing dan danau penambangan kapur serta banyak aktivitas wisata outbond aswin nobby susanto
Wisata Bukit Jaddhih,4,punya potensi yang bagus tuk dikembangkan dibangkikan kembali oleh bapak haji pemilik kawasan semoga rezwkinya berlimpah dan barokah
Wisata Bukit Jaddhih,4,lokasinya di pulau madura kabupaten bangkalan viewnya menarik area penambangan kapur yang sebagiannya masih aktif ditambang terdapat beberapa terowongan yang saling terhubung bisa masuk ke dalam terowongan beberapa titik menarik untuk berfoto perlu pengelolaan dan pemeliharaan yang lebih baik karena aset wisata daerah setempat juga berkontribusi menggerakkan ekonomi masyarakat sekitarnya akses jalan masuk supaya diperbaiki untuk keamanan berkendara bagi wisatawan yang ke sana
Wisata Bukit Jaddhih,5,kali yang kedua ke bukit jaddihkali ini explore lebih banyak ditemani kakak photografer lokal
Wisata Bukit Jaddhih,1,pulang dari sini aku kebegal
Wisata Bukit Jaddhih,5,lebih baik datang saat musim kemarau secara umum kondisi jalan tidak ideal untuk avanza reguler kamu tetapi mobil ini akan bertahan dalam perjalanan jika beruntung tidak ada jalan beraspal sekitar km dari lokasi bayar rb untuk parkir dan rb untuk berjalan mengelilinginya ada truk dan peralatan penggalian serta pos jaga dengan beberapa pemandupenjaga yang ramah ini adalah kapurbatu kapur terbuka yang hampir habis masa pakainya dan memiliki citacita untuk menjadi homestaytaman airfoto dsb namun tidak ada yang sebanding dengan nilainya sebagai situs geowisata yang menarik fotofoto akan memperjelasnya
Wisata Bukit Jaddhih,5,tempat yang bagus
Wisata Bukit Jaddhih,5,uenaak
Wisata Bukit Jaddhih,4,kereennn
Wisata Bukit Jaddhih,1,sepertinya aktifitas penambangan sudah dimulai lagi jadi sekarang sudah sepiiii sekali tidak ada pengunjung bayar ribu buat masuk ke area bukit jaddih rasanya nyesel karena tidak dapat apa
Wisata Bukit Jaddhih,5,tempatnya keren sekali tidak terlalu banyak orang kamu akan merasa seperti berada dalam semacam game rpg sejujurnya aku sangat menyukai tempat ini keren sekali namun jalan menuju ke sana cukup buruk aku mempunyai sepeda motor tua dan punggung serta pantat aku pegal namun itu pasti sepadan
Wisata Bukit Jaddhih,3,kurang dimanage dengan baik ya akses masuk susah hati jika kendaraan kamu pendek kurang tempat berteduh ada petugas yang menemani kita bisa dibantu ngambilin foto pintar juga teknik fotonya sudah hafal titik foto yang bagus
Wisata Bukit Jaddhih,5,exploitasi alam yang menjadi tempat wisata namun sudah terbengkalai dan sepi pengunjung vibes terasa seperti peninggalan zaman purbakala namun sangat disayangkan akses dengan bus besar bisa tapi kesulitan
Wisata Bukit Jaddhih,5,bukit jaddih sejatinya adalah tambang kapur uniknya saat ini pertambangan masih berlangsung sehingga ada alat berat dan truk yang berlalulalang mengangkut batu kapur menuju bukit jaddih tidak terlalu susah dari surabaya setelah melewati jembatan suramadu langsung saja gunakan aplikasi pencari arah meski letaknya gampang dicari tapi tetap harus waspada karena jalan ke bukit jaddih terhitung sempit dan beberapa titik berlubang hanya butuh sekitar menit dari jembatan suramadu ke bukit jaddih cukup membayar rp untuk parkir mobil dan rp per orang untuk masuk ke lokasi dikelilingi temboktembok bukit kapur yang terpahat cerahnya langit adalah kombinasi serasi jangan takut kedalaman air di danau itu ratarata sentimeter cm
Wisata Bukit Jaddhih,5,eksotiktp menuju ksna butuh perjuangan dan tetap hati
Wisata Bukit Jaddhih,4,keajaiban dunia
Wisata Bukit Jaddhih,5,tempat wisata yang sangat indah menjafi ke banggaan indonesia
Wisata Bukit Jaddhih,5,sangat bagus sekali tempatnya untuk foto foto tiket masuk
Wisata Bukit Jaddhih,5,bagus view nya memberikan kesan tersendiri buat aku
Wisata Bukit Jaddhih,5,meskipun merupakan tambang batu kapur namun juga merupakan tujuan wisata biaya masuknya rp per mobil jalannya buruk pemandangannya menakjubkan ada tempat untuk melihat bagian belakang dan bawah ada yang sepertinya jadi pemandu tapi aku tidak tahu seberapa banyak lebih baik pergi ke belakang dan bawah yang lebih rendah dikenakan biaya rp ini lebih dari sepadan dengan perjalanannya akan lebih baik jika cuacanya bagus hujan jadi sangat licin rasanya seperti sebuah aku di bawah toiletnya ada di aku di bawah mengapa genangan air berwarna itu aku ingin naik ke sana tapi aku sedang mengerjakannya dan kemiringannya terlalu curam untuk mobil biasa jadi menurut aku lebih baik tidak naik ke sana
Wisata Bukit Jaddhih,1,b saja
Wisata Bukit Jaddhih,5,tempat nya bagus buat foto latar belakang batu kapur
Wisata Bukit Jaddhih,4,dengan harga rp kamu tidak bisa salah
Wisata Bukit Jaddhih,5,indah luar biasa pemandangan
Wisata Bukit Jaddhih,5,tempatnya keren tapi jalan terakhirnya jelek sekali
Wisata Bukit Jaddhih,1,penuh pungli masuk bayar kali gila
Wisata Bukit Jaddhih,2,tempat wisata yang kurang terurus
Wisata Bukit Jaddhih,5,tempatnya bagus pemandangannya bagus anjay
Wisata Bukit Jaddhih,4,sekarang sepi kolam renangnya juga tidak di buka lagi
Wisata Bukit Jaddhih,4,akses jalan sangat bergelombang tempatnya unik tapi terbelakang tanpa pemandu lokal yang berbagi sejarah dan perkembangan masa depan tempat ini tempat ini tidak layak untuk dikunjungi
Wisata Bukit Jaddhih,5,alami jalannya lumayan mobil bisa masukpemandunya ramah
Wisata Bukit Jaddhih,4,perbukitan kapur yang masih beroperasional sebagian dibentuk secara sengaja menjadi ruang ruang untuk wisata sayangnya fasilitas umum tidak tersedia dengan baik dan juga signage tidak ada sehingga sulit untuk memahami wilayah ini
Wisata Bukit Jaddhih,4,bagus sihh view nya tapi banyak sekali bayar bayar di setiap tempat
Wisata Bukit Jaddhih,4,baik place untuk sightseeing dan taking pictures indeed an instragamable places awalnya agak ragu karena rutenya sangat tidak bagus jalan nya batu dan kecil bahkan sempat nyasar karena ada jalan ditutup tapi setelah sampai disana dibantu kakak maksum local guide untuk ambil foto jadi bisa dapat angle dan hasil foto yang bagus sebuah titik adalah if kamu want ke get a baik picture it wont hurt ke get bantu from sebuah local guide jadi your trip sini akan be sangat much worth
Wisata Bukit Jaddhih,1,tidak rekom untuk kesini ini tempat penambangan batu kapur bukan wisata banyak pungli sekali lagi jagan kalau tidak ingin menyesal
Wisata Bukit Jaddhih,5,melihat tambang batu kapur lebih dekat
Wisata Bukit Jaddhih,2,oke
Wisata Bukit Jaddhih,5,seruuuuu
Wisata Bukit Jaddhih,3,tempat wisata yang masih sangat sederhana dikelola secara sederhana
Wisata Bukit Jaddhih,1,ini adalah ulasan terakhir aku setelah kali berkunjung dalam beberapa periode mulai dari awal viral di hingga akhir era corona jika kamu melihat dan membaca ulasan aku jika kamu mengharapkan jeddih adalah tempat yang indah dan ingin segera mengunjunginya maka segera urungkan niat itu dan coba cari destinasi wisata yang lain jeddih hari ini tidaklah seindah jeddih diawal viral dulu ditahun hari ini jeddih begitu hancur tidak terawat serta banyak sekali pungli jeddih sangat berbeda dengan yang aku kenal dulu masih batuan kapur yang indah dengan area perbukitannya yang masih banyak ditumbuhi rumput dan pepohonan hijau kini semua tempat itu telah lenyap tidak tersisa sedikitpun hal indah ditempat ini yang ada hanyalah kehancuran dan pungli semoga madura menawarkan destinasi wisata yang memorable lagi
Wisata Bukit Jaddhih,3,ketika aku mengunjungi tempat ini karena tergoda dengan foto instagram bukit jaddhih yang bagus nyatanya foto tersebut sangat menipu bukit jaddhih tidak seindah foto yang ada di instagram
Wisata Bukit Jaddhih,3,sayang should punya been tahun ke build this place sekarang malah jadi abandoned tourists attraction alternatively bisa jadi tempat uji nyali sampai eerienya
Wisata Bukit Jaddhih,1,tempatnya sudah sangat jelek sekai tidak terawat hanya ada punglinya saja hehe karena tidak diberi karcis masuk karena bayar x yang pertama rb kedua masuk ke area parkir perorang rbini yang tidak ada karcisnya mending jangan kesini lagi deh dari jalannya saja sudah sangat jelek area potonya juga sudah banyak berkurang fyi aku terakhir kesini masih sangat bagus banyak tempat titik foto danau masih ada airnya dan sangat bagus ada perahunya tapi sekarang sudah tidak ada lagi mau masuk goa kok ya takut jadinya ayo dirawat lagi ntr aku tambahi bintangnya
Wisata Bukit Jaddhih,5,ya alhamdulilah bagus sekali pemandangannya tepat kalau tuk hilling bersama teman seperjuangan alumni
Wisata Bukit Jaddhih,3,good view dan guide dengan good price good orang semoga kedepannya continually improvement harga lebih murah dapat lebih banyak ruangan indoor ber ac agar penjual dan pembeli tidak kepanasan amin
Wisata Bukit Jaddhih,4,bagus sih tapi ya gitu habis bayar di pintu masuk nanti beberapa meter kemudian ada loket lagi wkwk hanya akses toilet saja yang kurang karena kondisinya juga di bukit
Wisata Bukit Jaddhih,5,supir amanah dan tidak rewelbisa diajak negosiasi
Wisata Bukit Jaddhih,3,kebanyakan pungli transport kesana sulit tidak ada transportasi umum yang mau menuju kesana karena orang bilang disana daerah rawan akhirnya harus sewa kendaraan angkutan umum brangkat pulang dengan tarif yang mahal sayang sekali pemandangan cukup bagus dan instagramable tapi lingkungan tidak mendukung perlu perbaikan jalan juga
Wisata Bukit Jaddhih,5,apa ada tukang fotonya ya disana
Wisata Bukit Jaddhih,5,titik foto yang abrakadarba awesome makin luas titik fotonya di banding tahun lalu
Wisata Bukit Jaddhih,4,kesini karena nonton konten kreator tt ada dua rute yang bisa kearah sana dan aku pilih rute dalam medan jalan ketika sampai disana benarbenar susah dan sepertinya cocok jika pakai mobil x dan karena di bukit kapur jadi hawanya lebih panas dan terik sekali ada warung dekat pondok pesantren jadi ketika haus atau lapar bisa kesana dan penjualnya ramah sebisa mungkin bawa perbekalan yang cukup kesana waktu jam kerja dan sepi sekali jadi leluasa mencari titik foto namun tetap hatihati karena tidak ada pagar penghalang dan bisa jatuh kebawah jika ceroboh kalau berkunjung kesana waktu musim kemarau siapsiap topi dan kacamata karena panas sekali dan terik
Wisata Bukit Jaddhih,5,sudah sepi sekali danau buatannya sudah kering
Wisata Bukit Jaddhih,5,tempatnya bagus tour gate nya ramah dan sopan penjual makanan dan oleh juga ramah harga termasuk sama dengan di luaran
Wisata Bukit Jaddhih,5,salah satu bukit kapur cantik yang sudah mulai dialihkan menjadi tempat wisata berlokasi di bangkalan pulau madura
Wisata Bukit Jaddhih,5,tempat nya bagus instagramable papan petunjuk arah nya tidak ada parkir mobil parkir masuk lokasi per orang anak aku usia tahun juga bayar air danau kering tidak seperti di youtube
Wisata Bukit Jaddhih,1,jalan mau masuk ke lokasi susahnya mnt ampun
Wisata Bukit Jaddhih,5,pas hari kerja sepi sy sampai disini pas siang hari jam an cuaca pasmusimpanas panas dan berdebu masyaallah indah sekali tempat nya senang aku perjalana kurang lebih jam dari surabaya hanagn lupa mampir ke batik tukis dan bebek sinjay
Wisata Bukit Jaddhih,2,akses ke lokasi jalan bergelombang dan di penuhi debu kapur dan lokasinya sudah kurang bagus
Wisata Bukit Jaddhih,5,
Wisata Bukit Jaddhih,5,eks lokasi tmbang alam yang mnakjubkan syangnya sdh tidak terkelola tidak ada fasilitas apapun dsini untuk wisatawan entrance kcar ddlm lagi masuk k jangan kwtir ddlm masih bisa jjan kok ada wrung lokal yang masih aktif
Wisata Bukit Jaddhih,5,mungkin karena lagi musim kemarau jadi pas ke lokasi ndak kebagian air di kolam but overall pemandangan nya ok banhet apalagi para guide nya ketika ngarahin dan ngambilin foto serombongan tidak mengecewakan recomended sekali pokoknya
Wisata Bukit Jaddhih,4,seru asyik menegangkan titik foto yang keren mulai dari bukit aku dan bekas potongan kapur sayang sekali jalanan menuju lokasi wisata ini tidak terawat penjual makanan snack dan minuman juga ramah dan baik hanya terlalu umum jualannya tidak ada makanan atau minuman khas madura kalau ke sini lebih baik sebelum pagi atau sebelum sore pastikan membawa tripod dan kresek sampah juga
Wisata Bukit Jaddhih,1,terakhir aku k sana th yang lalu dan di sana sdah banyak perubahan sayang saat itu kita di sarankan untuk naik mobilpick atas padahal kita bawa mobil dan di sampaikan klomparkir penuh ternyata kosong semoga pengelola lebih profesional
Wisata Bukit Jaddhih,1,pungli nya ampun jauh jauh dari sidoarjo akhirnya tidak jadi masuk padahal bawa saudara dari bandung
Wisata Bukit Jaddhih,1,masuk yang bayar nya dobel dobel sepi tidak ada apaapa
Wisata Bukit Jaddhih,4,tempatnya lumayan bagus
Wisata Bukit Jaddhih,3,sebenarnya viewnya bagus tapi waktu terakhir berkunjungagak kecewa bukitnya seperti sengaja dibiarkan tidak terawat sy kira perlu sekali manajemen pengelolaan yang baik agar mampu menarik banyak wisatawan lagi
Wisata Bukit Jaddhih,3,wisata bukit kapur dengan pemandangan yang mantap banyak titik foto walau harus agak effort jalan dan naiknaik ke atas jalan ke lokasi kurang mulus dan minim direktori but worth sebuah view ada danaunya hanya aku ke sana pas kemarau jadinya kering di sepanjang jalannya pun asyik buat fotofoto yang bikin aku agak bingung sekitar beberapa ratus meter menuju bukit ada yang menarik biaya restribusi sebesar rpk tetapi tidak diberikan tiket setelah itu di dekat bukitnya ada seperti pintu masuk dan dikenai biaya lagi karena aku naik mobil orang kena k dan tidak ada tiketnya juga saran untuk pengelola setempat jika ada bisa dikoordinasikan dengan pemerintah setempat supaya jelas penarikan retribusinya serta diberi karcis agar tidak terkesan pungli
Wisata Bukit Jaddhih,5,pemandangan bagus untuk berfoto juga bagus tetapi perlu ditingkatkan lagi pelayanannya dan fasilitasnya supaya membuat pengunjung lebih nyaman
Wisata Bukit Jaddhih,5,cocok buat anakanak sangat meng edukasi
Wisata Bukit Jaddhih,1,kapok dan tidak mau kesini lagi kang karcis berlapis lapis untuk plat luar daerah madura aku saran kan lebih baik jngn ksni
Wisata Bukit Jaddhih,3,sayang yang dket goa itu tidak ada airnya pas kesana terlihat sudah tidak terawat sperti dulu yang smpet viral
Wisata Bukit Jaddhih,3,sebenarnya kalau dikelola dengan baik dan maksimal oleh pemda setempat bisa menjadikan penghasilan bagi rakyat madura sayang sampahnya dimanamana dan tidak terawat lokasi masih berdekatan dengan tambang kapur aktif sampai detik ini aku memberikan rating pada juli tretanbangkalan
Wisata Bukit Jaddhih,1,terlalu banyak pungli
Wisata Bukit Jaddhih,4,kurang terawat
Wisata Bukit Jaddhih,1,miris lokasi cukup bagus namun banyak sekali pemalakan liar pungli begal akses jalan rusak berdebu tidak terawat pungli sulit ditertibkan karena polisinya takut sama penguasa disana tidak akan maju destinasi wisata kalau sprti itu bahkan bisa hancur
Wisata Bukit Jaddhih,1,rawan banyak pungli tidak nyaman
Wisata Bukit Jaddhih,5,tempat wisata yang bagus area wisata cukup luas kerenlah tempatnya
Wisata Bukit Jaddhih,5,bagus
Wisata Bukit Jaddhih,1,banyak pungli bre
Wisata Bukit Jaddhih,5,sebuah tambang batu kapur yang digunakan untuk bendabenda seperti kapur ekskavator dari komatsu dan sumitomo heavy industries sedang diparkir dan tampaknya penggalian sedang berlangsung sampai sekitar tiga tahun yang lalu tempat ini sepertinya populer sebagai tempat yang instagrammable namun pada tahun tempat ini sudah sepi dan hampir tidak populer jalannya reyot dan tidak terawat biaya sebesar rupiah per orang dipungut pada saat masuk tampaknya tempat ini tidak dikelola publik sebagai tujuan wisata sehingga harganya tidak jelas mungkin karena musim kemarau danau yang disebutkan di postingan orang lain menjadi kering warna gunung yang putih bersih dan bentuk permukaan batuan buatan yang dihasilkan oleh operasi penambangan sangatlah menarik kamu dapat merasakan sensasi ruang dunia lain seolaholah kamu telah dipindahkan ke permukaan kawah bulan atau dunia setelah kepunahan umat manusia kami didekati oleh penduduk lokal yang meminta pemandu untuk membawa kami ke puncak dengan sepeda motor namun kami menolak karena hanya berjalanjalan saja sudah layak untuk dilihat area ini sepi dan mungkin sulit untuk memanggil taksi jadi disarankan agar kamu memesan perjalanan pulang terlebih dahulu dengan mobil pribadi atau mobil sewaan
Wisata Bukit Jaddhih,1,akhir tahun mencoba untuk ke tempat ini sebagai review tempatnya sudah tidak terawat dan tidak layak menjadi tmpt wisata dimana pembayaran dilakukan kali jika kita memasuki jalan yang salah banyak punglinya sangat tidak direkomendasikan untuk kesini
Wisata Bukit Jaddhih,3,tempat lumayan bagus hanya mgkn kurang serius dalam pengelolaannya sayang sekali
Wisata Bukit Jaddhih,5,sepertinya ini masih belum sepenuhnya jadi tempat wisatamasih aktif digerus untuk gunung kapurnyaviewnya sangat bagusbayar k untuk masuk dan bayar lagi k untuk titik goa poteada pemandu juga untuk bayarnya sesuka hatiuntuk akses kesana sangat rusaksaran aku kamu lebih baik pakai mobil suv karena pakai avanza saja x gasrukdan untuk bus mediumshdtidak bisa antar sampai atassemoga kedepannya bisa lebih difokuskan untuk wisata lagi
Wisata Bukit Jaddhih,3,kami mengunjungi bukit jaddih jaddih hills di akhir pekan berikut review aku akses jalan yang kurang baik untuk objek wisata ada baiknya menggunakan kendaraan yang sehat dan bisa melahap medan semi offroad dengan baik tidak direkomendasikan mengunjunginya dengan mobil sedan atau ceper kurang adanya penunjuk arah mana daerah wisata dan mana area pertambangan aku rasa ini area wisata yang berpotensi baik bila dikelola dengan serius oleh pihak terkait pro bisa banyak titik untuk foto cons akses jalan keterangan arah
Wisata Bukit Jaddhih,5,mantap
Wisata Bukit Jaddhih,1,banyak pungutan tanpa tiket
Wisata Bukit Jaddhih,5,keren sekali sangat indah
Wisata Bukit Jaddhih,4,wisata di bangkalan madura yang dulu sempat viral cukup disayangkan sekarang sepi dan minum pengunjung sebelum masuk lokasi ada kolam renang mau masuk ke gang menuju wisata bukit jaddih diminta iuran sukarela begitu masuk ada tambahan retribusi parkir untuk mobil
Wisata Bukit Jaddhih,1,tempat bagusbagus buat fototapi sayang adanya pungli dari warga sekitar membuat aku merasa kecewa tiket masuk rbdapat karcis di dalam saat memarkir mobildidatangi orangmeminta uang parkir sebesar rb aku minta karcis katanya tidak ada karcis tarif parkir berbeda setiap mobilada yang ditarik rbada yang rb dan mereka menarik uang parkir secara random dan setelah menerima uang langsung kabur saja sambil naik sepeda motornya preman
Wisata Bukit Jaddhih,1,sudah tidak terawat hancur tapi masih banyak pungli
Wisata Bukit Jaddhih,1,kapok kesini tiap masuk kampung di minta bayar k tanpa tiket total ada kampung yang dilewati bahkan mau foto di atas bukit saja kena bayar lagi kapok sudah pantas wisata di pulau ini tidak maju sdm rendah
Wisata Bukit Jaddhih,5,disini merupakan tempat yang tenang untuk minum es degan sembari menikmati hembusan angin yang sangat sejuk tetapi sayangnya kurang terawat dan tidak ada arena bermain lainnya selain menikmati keindahan bukit
Wisata Bukit Jaddhih,5,wisata alami bagus
Wisata Bukit Jaddhih,4,ini adalah area penambangan batu bata putih yang menakjubkan dan tebing batu kapur yang menawarkan peluang fotografi yang luar biasa ada beberapa struktur batu dan terowongan menarik yang sangat indah fotofoto yang dihasilkan sangat indah dengan latar belakang tebing kapur dan langit
Wisata Bukit Jaddhih,5,ex tambang batu kapur yang di sulap jadi destinasi wisata
Wisata Bukit Jaddhih,5,keren tempatnya sekilas biasa tapi ditunjukin titik foto sma kakak penjaga loket dan difotoin sesuai angle kereen ternyata hasilnya wkwk
Wisata Bukit Jaddhih,5,buat titik foto cukup bagus
Wisata Bukit Jaddhih,5,wisata murah meriah dan tidak mwngecewakan dengan bantuan per fotoan hasilnya bagus kakak nya ramah
Wisata Bukit Jaddhih,3,wisata tambang batu kapur kondisi sdh tidak trawat seperti awal dulu ada beberapa warung kecil yang masih eksis jualan masuk hny ditarik biaya masuk ajagak ada karcisnya jd trkesan seperti pungli
Wisata Bukit Jaddhih,3,terlalu banyak
Wisata Bukit Jaddhih,5,amazing sih ada tempat gini mending pakai fotografer yang bantu fotoin dia minta rb tapi puas kita kasih rb
Wisata Bukit Jaddhih,4,pwanaaasshhhhh tapi pasti bagus fotonya karena intensitas mataharinya maksimal kalau kesini menit saja cukup untuk explore semua titik foto tiket masuknya idr saja dan ada banyak guide sekaligus juru foto untuk bantu turis explore bukit desember penambangan kapur sudah dilanjutkan karena sudah tidak ada mata air yang keluar sebelumnya ada genangan air yang terbentuk seperti danau karena ada sumber mata air disekitar area penambang kapur jadi kegiatan penambangan harus dihentikan dan jadilah tempat wisata karena keindahan danau tersebut
Wisata Bukit Jaddhih,4,fotonya bagus
Wisata Bukit Jaddhih,5,bagus indah
Wisata Bukit Jaddhih,3,terakhir ke bukit jaddih th februari th datang lagi bukannya semakin bagus tapi malah semakin buruk lokasi danau di dalam sudah kering dan sepertinya batuan banyak dirusak banyak sampah juga di bekas kolam danau di luar juga sudah kering dan rusak herannya masuk ke lokasi aku bukit jaddih ditarik retribusi tapi tidak diberikan karcis sama sekali tidak tau itu masuk kantong sendiri atau masuk ke pengelola lapak pedagang berubah lebih rapi sekedar masukan lebih baik pedagang mencantumkan harga resmi agar wisatawan tidak ragu membeli dagangannya jalan menuju lokasi seharusnya ada perbaikan dari pemerintah jika hujan licin dan rawan tergelincir jika panas berdebu
Wisata Bukit Jaddhih,5,bagus untuk fotofoto kalau kesini siangsiang jangan lupa sedia payung
Wisata Bukit Jaddhih,3,sebenarnya lumayan bagus diawal hanya sayang sekarang tempatnya kurang terawat
Wisata Bukit Jaddhih,5,eksotis
Wisata Bukit Jaddhih,3,jadi kurang terawat tempatnya walaupun perpaduan bukit kapur dan langitnya masih tetap menyenangkan mata
Wisata Bukit Jaddhih,5,tempat ini merupakan bukit kapur putih bekas tempat pertambangan di beberapa area masih ada pertambangan karena merupakan bukit kapur areanya gersang dan panas sangat berdebu bila cuaca kering dan matahari terik siapkan kacamata hitam dan masker ply kemarin sangat beruntung karena datang sehabis hujan dan masih sedikit gerimis sehingga suasana dingin dan tidak berdebu sama sekali tiket masuk sangat murah rb kadang ada pemandu yang berusaha mengikuti dan menawarkan jasa berbayar kolam yang biasa digunakan area foto akan kering bila musim kemarau
Wisata Bukit Jaddhih,5,bukit jadih sebenarnya tambang galian mirip dengan brown canyonnya demak atau yang lain hanya saja disini banyak terdapat batu kapur jadi lingkungannya terlihat putih bukit kapur ini terletak di daerah jakan parseh socah kabupaten bangkalan jawa timur aktivitas penambangan kapur masih terus berjalan bersamaan dengan itu bukit ini menjadi salah satu destinasi wisata fotogenik yang diminati banyak wisatawan ketika kamu tiba disini jam sore pun tidak terasa gelap karena warna putih kapurnya memantulkan cahaya sehingga terasa masing terang disini terdapat titik foto yang unik pahatan dinding kapur yang membentuk kotak ataupun guagua lama hasil mirip dengan arosbaya hanya saja ini berwarna putih terang titik foto dengan warna menawan bisa kamu dapatkan jika memang pas waktu dan perangkatnya waktu musim hujan tentu saja danau yang ada tidak akan berwarna biru dan jalan berkapur akan menjadi ulet dan licin wib
Wisata Bukit Jaddhih,4,pemandangan yang bagus
Wisata Bukit Jaddhih,5,dari
Wisata Bukit Jaddhih,5,sepi
Wisata Bukit Jaddhih,3,sudah tidak sesuai dengan foto sudah mulai tidak kerawat
Wisata Bukit Jaddhih,3,masih belum waktunya jadi tempat wisata penambangan di bukit kapurnya masih aktif jd sptnya masih beresiko masih sangat berdebu apalagi pas kesana kemarin blm ada hujan kolam airnya juga masih kering mungkin beberapa tahun lagi kalau penambangan sdh tidak aktif dan sudah dikembangkan potensinya akses jalan juga masih belum memadai
